,earned,headline,hours,jobs,rate,skills
797,$20k+,Results-Oriented International Sales & Marketing Specialist (B2B),419,2,$120.00,"['Business Development', 'International Sales', 'International Development', 'International Business', 'Startup Consulting', 'Market Research', 'B2B Marketing', 'Marketing Communications', 'Marketing Automation', 'Market Segmentation']"
798,,"Data Analyst, Augmented Reality, Unity, and Web Developer.",,,,"['Augmented Reality', 'Unity', 'Analytics', 'Data Analytics', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Social Media Management', 'Game Development', 'Internet Marketing']"
799,$6k+,Data Entry Professional,456,1,$20.00,"['Data Entry', 'Internet Research', 'Database Management']"
800,,Transcription services for your Audio and Video needs,,,,"['Transcription', 'Internet Research', 'Microsoft Excel', 'Google Docs']"
801,$30k+,"Web Developer (PHP, IDX, RETS)",660,53,$39.00,"['Real Estate IDX', 'RETS', 'PHP', 'MySQL Administration', 'jQuery', 'JavaScript', 'Project Management', 'XML', 'LexisNexis Accurint']"
802,$10k+,Prolific Editor/Virtual Assistant/Data Entry/CSR/Sales agent,800,5,$16.97,"['Chicago Manual of Style', 'Real Estate IDX', 'AP Style Writing', 'Data Entry', 'Microsoft PowerPoint', 'Article Writing', 'Microsoft Excel', 'Microsoft Word', 'Blog Writing']"
803,$60k+,"MIT Educated Technical Editor, Business Editor and Data Specialist","1,356",161,$60.00,"['Editing', 'Technical Editing', 'Content Editing', 'Proofreading', 'Data Processing', 'Scripting', 'Microsoft Excel', 'Photo Editing', 'Data Management', 'Blockchain']"
804,,Explainer Video Producer / Whiteboard Animator / Graphic Designer.,,,,"['Video Production', 'Animation', 'Video Editing', 'Adobe Photoshop', 'Adobe After Effects', 'Adobe Illustrator', 'Whiteboard Animation', 'Explainer Videos', 'Whiteboard Videos', '2D Animation']"
805,$20k+,Wordpress Design-Creating your favorite place on the net your business,275,138,$20.00,['WordPress']
806,$10k+,"Graphics (Illustrator 95th percentile), Creative Writer, Social Media",509,28,$20.00,"['Adobe Dreamweaver', 'Adobe Photoshop', 'Adobe Flash', 'Adobe Illustrator']"
807,$70k+,Engage: Stellar Sales Copy and Pitch-Perfect PR,908,270,$67.00,"['Copywriting', 'Proofreading', 'Direct Marketing', 'Public Relations', 'Copyediting']"
808,$40k+,Professional Wordpress Design/Development. 200+ custom WP sites built.,767,112,$25.00,"['WordPress', 'PHP', 'HTML', 'CSS', 'Search Engine Optimization (SEO)', 'Internet Marketing']"
809,$70k+,Project/Program Manager,"4,229",14,$22.00,"['Project Management', 'Program Management', 'Virtual Assistant', 'Social Media Management', 'Email Marketing', 'Blog Development', 'Email Handling', 'Project Scheduling']"
810,$10k+,UNITED STATES - 35+ YEARS EXP - EXPERT TRANSCRIPTIONIST *AUDIO & VIDEO,,,$18.75,
811,$20k+,"Audio Post Engineer, Sound Designer, Video Editor, & Multimedia Design","1,420",92,$31.25,"['Audio Editing', 'Audio Mixing', 'Audio Post Production', 'Audio Restoration', 'Sound Design', 'Sound Effects', 'Avid Pro Tools', 'Adobe Premiere Pro', 'Adobe After Effects', 'Video Editing']"
812,$80k+,"Wordpress/WooCommerce, BigCommerce, Shopify, PHP/MySQL, JS","2,871",83,$70.00,"['JavaScript', 'Zen Cart', 'Joomla', 'CSS', 'MySQL Administration', 'PHP', 'Adobe Photoshop', 'Adobe Flash', 'HTML', 'XHTML']"
813,$20k+,Administrative Support/Data Entry/Accounting,"2,388",35,$18.75,"['Microsoft Word', 'Microsoft Excel']"
814,$30k+,Access/VBA developer,573,44,$40.00,"['Microsoft Access Programming', 'VBA', 'Microsoft Access Administration', 'Database Programming', 'Database Administration', 'Database Design', 'Lotus Approach']"
815,$100k+,Lead UI & UX Designer for Web & Mobile Apps,"1,335",53,$275.00,"['User Interface Design', 'Web Design', 'Interaction Design', 'iPhone UI Design', 'User Experience Design']"
816,$8k+,"French Translation/Proofreading/Transcription, Product Testing",815,28,$15.00,"['French', 'Translation', 'Proofreading']"
817,$40k+,Senior Technical Writer/Editor,897,76,$40.00,"['Online Help', 'Adobe RoboHelp', 'Adobe Framemaker', 'Atlassian Confluence', 'Adobe Acrobat', 'Microsoft Visio', 'Microsoft Office', 'Technical Writing', 'MadCap Software', 'Proofreading']"
818,,"15+ Years Google AdWords Expert and Google ""Badged"" Partner",,,,"['Conversion Rate Optimization', 'Google AdWords', 'Pay Per Click', 'Search Engine Marketing (SEM)', 'WordPress', 'Landing Pages', 'PHP', 'MySQL Administration', 'Search Engine Optimization (SEO)', 'Amazon EC2']"
819,$9k+,"Experienced and Versatile Writer, Salesman and Customer Service Rep",481,21,$20.00,"['Copywriting', 'Outbound Sales', 'Content Writing', 'Copyediting', 'Sales', 'Business Planning', 'Creative Writing', 'Blog Writing', 'Voice Talent', 'Voice Over']"
820,$10k+,Story Artist & Illustrator,326,48,$25.00,"['Illustration', 'Digital Art', 'Storyboarding', 'Concept Design', 'Character Design', 'Digital Painting', 'Adobe Creative Suite', 'Comic Art', 'Comic Writing', 'Logo Design']"
821,$10k+,Fashion Designer,426,31,$50.00,"['Design Pattern', 'Apparel', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Fashion Design']"
822,$10k+,WordPress & Divi Expert,262,15,$57.50,"['A/B Testing', 'WordPress', 'Search Engine Optimization (SEO)', 'Yoast SEO', 'Performance Testing', 'Wordpress Multisite', 'Woocommerce', 'WordPress e-Commerce']"
823,$4k+,Personal Assistant/Customer Service Representative,333,16,$25.00,"['Usability Testing', 'Data Entry', 'AP Style Writing', 'Virtual Assistant', 'Microsoft Word', 'Customer Service', 'Email Handling', 'Phone Support', 'Sales', 'Appointment Setting']"
824,$7k+,Project Manager/Executive Assistant Helping Busy Execs & Companies,242,10,$45.00,"['Legal Transcription', 'Administrative Support', 'Data Entry', 'Writing', 'Copywriting', 'Calendar Management', 'Travel Planning', 'Legal Research', 'Paralegal Services', 'Executive Assistant']"
825,$20k+,Graphic Designer / Web Designer / Illustrator,641,32,$38.00,"['2D Design', 'Adobe Creative Suite', 'Adobe Flash', 'Adobe Dreamweaver', 'Microsoft PowerPoint', 'Adobe InDesign', 'Adobe Photoshop', 'Digital Illustration', 'Adobe Illustrator', 'Vector Illustration']"
826,$6k+,Brand Stylist & Virtual Assistant,403,4,$25.00,"['Administrative Support', 'Internet Research', 'Microsoft Excel', 'Social Media Marketing', 'Virtual Assistant', 'WordPress', 'Microsoft Word', 'Microsoft PowerPoint', 'Canva', 'Microsoft Outlook']"
827,$10k+,Android Engineer - Creating Beautiful Apps for Your Customers,270,6,$100.00,"['Android App Development', 'Android SDK', 'Android', 'Java', 'Kotlin', 'Mobile UI Design', 'Mobile App Development', 'Mobile Programming', 'User Experience Design', 'User Interface Design']"
828,$10k+,Artist,433,1,$33.00,"['Graphic Design', 'Digital Art', 'Logo Design']"
829,$4k+,Photographer & Journalist,306,6,$37.50,"['Marketing Strategy', 'Photography', 'Video Editing', 'Video Production', 'Videography', 'Photo Editing', 'Photojournalism']"
830,$40k+,PhD in Art History + Professional Writing Skills,727,194,$25.00,"['Content Writing', 'Article Writing', 'Academic Writing', 'Copywriting', 'Online Writing', 'Blog Writing', 'Translation English French', 'Translation English Italian', 'Proofreading', 'Editing']"
831,,Expert full stack web & mobile developer (17 yrs.),,,,"['PHP', 'LAMP Administration', 'WordPress', 'Linux System Administration', 'HTML5', 'CSS3', 'Amazon EC2', 'Amazon Web Services', 'Bootstrap', 'SQL']"
832,$20k+,visual.destini,"1,436",53,$40.00,"['Adobe Photoshop', 'Photography', 'Computer Graphics', 'Graphic Design', 'Email Marketing', 'Adobe Illustrator', 'Print Design', 'Content Writing', 'Advertising', 'Banner Ad Design']"
833,$300k+,"MD PhD that loves to write about science, healthcare, medicine","1,673",422,$125.00,"['Medical Writing', 'Scientific Writing', 'Scientific Research', 'Grant Writing', 'SEO Writing', 'Blog Writing', 'Research Papers', 'Technical Editing', 'Copyediting']"
834,$80k+,"Experienced and Reliable Writer, Editor, Proofreader","5,641",100,$25.00,"['Content Writing', 'Copyediting', 'Business Writing', 'Public Relations', 'Proofreading', 'SEO Writing']"
835,$30k+,20+ Years Experience / Award-winning Graphic Designer,391,74,$50.00,"['Graphic Design', 'Web Design', 'PSD to HTML', 'Infographics', 'WordPress', 'Video Editing', 'Animation', 'Illustration', 'Education Technology', 'Social Media Marketing']"
836,$70k+,"Award Winning Graphic Design - books, web, print, retouching","1,404",157,$40.00,"['Print Layout Design', 'eBook Design', 'Graphic Design', 'Print Advertising', 'Book Cover Design', 'Brochure Design', 'Photo Retouching', 'Print Design', 'Marketing Strategy', 'Adobe Photoshop']"
837,$100k+,Expert WordPress Web & Graphic Design Marketing Professional.,"4,257",304,$93.75,"['WordPress', 'ClickFunnels', 'Infographics', 'Logo Design', 'Graphic Design', 'Web Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Microsoft PowerPoint', 'Adobe InDesign']"
838,$30k+,"Dynamic Sales, Client Relations & Research Professional","1,826",35,$25.00,"['Appointment Setting', 'Sales', 'B2B Marketing', 'Social Media Marketing', 'Public Relations', 'Customer Service', 'Research', 'Policy Writing', 'Data Entry']"
839,$500k+,Senior Web/UI/UX Designer & Frontend Developer,"10,698",93,$50.00,"['User Interface Design', 'Web Design', 'Web Programming', 'HTML5', 'jQuery', 'WordPress', 'CSS3', 'Mobile UI Design', 'PHP', 'MySQL Administration']"
840,$500k+,Software Engineer with 20 Years Experience,"17,289",23,$33.33,"['PHP', 'MySQL Administration', 'Java', 'C++', 'Linux System Administration', 'Joomla', 'SQL', 'IBM WebSphere', 'C#']"
841,$10k+,VoIP Consultant/Infrastructure Architect,438,45,$80.00,"['Linux System Administration', 'Nagios', 'Puppet Administration', 'Amazon Web Services', 'VOIP Administration', 'Asterisk', 'Freeswitch', 'Jenkins', 'Ansible', 'Docker']"
842,$90k+,SEO Project Manager,"5,667",44,$25.00,"['Search Engine Optimization (SEO)', 'Project Management', 'SEO Keyword Research', 'WordPress']"
843,$100k+,Local SEO Specialist / Local SEO Expert,"5,384",65,$62.50,"['Editing', 'SEO Writing', 'On-Page Optimization', 'Content Writing', 'Content Strategy', 'Content Management', 'Content Development', 'English Proofreading', 'Search Engine Optimization (SEO)']"
844,$90k+,Software Developer,781,47,$150.00,"['C#', '.NET Framework', 'C++', 'Windows Presentation Foundation (WPF)', 'Windows Forms Development', 'Object Oriented Design', 'Node.js', 'ASP.NET MVC', 'Angular 5', 'TypeScript']"
845,$20k+,"Educator, Children and Learning Advocate, Social Media Content Curator","1,942",28,$40.00,"['Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Publisher', 'Camtasia', 'SnagIt', 'Adobe Photoshop', 'Audacity', 'Microsoft Windows Movie Maker', 'Apple iMovie']"
846,$30k+,Java-Grails Developer (27+ Years Dev Experience),"1,335",9,$40.00,"['Java', 'Groovy', 'Grails', 'MySQL Administration', 'Spring Framework', 'Spring Security', 'Hibernate', 'IBATIS', 'Apache Tomcat']"
847,$10k+,Experienced Copy Writer/Researcher/With extensive IT experience,797,42,$15.00,"['Report Writing', 'Technical Writing', 'Technical Documentation', 'Microsoft PowerPoint', 'Blog Writing', 'Blog Commenting', 'Web Content Accessibility Guidelines (WCAG)', 'Article Writing', 'Press Release Writing', 'White Paper Writing']"
848,$100k+,"Professional Copywriter, Creative Writer, Editor","5,957",544,$28.00,"['Copywriting', 'Creative Writing', 'Editing', 'Internet Marketing', 'SEO Writing', 'Advertising', 'Public Relations', 'Microsoft Publisher', 'Business Proposal Writing', 'Press Release Writing']"
849,$50k+,"Legal Assistant, Real Estate Paralegal, Administrative Assistant","2,326",22,$32.00,"['Paralegal Services', 'Legal Research', 'Legal Writing']"
850,$300k+,SEO / SEM / SMM Specialist Online Reputation Management Local Seo,"12,800",52,$24.00,"['Search Engine Optimization (SEO)', 'Search Engine Marketing (SEM)']"
851,$50k+,Senior Full Stack Developer,"1,469",16,$45.00,"['C#', 'AngularJS', 'TypeScript', 'ASP.NET MVC', 'REST', 'React Native', 'SQL', 'C++', 'Python', 'Node.js']"
852,,"TV, Web and Training Video Producer",,,,"['Voice Talent', 'Editing', 'YouTube Development', 'Acting']"
853,$20k+,"Experienced in Data Entry, Blogging and Research","2,884",167,$13.33,
854,,Virtual Solutions,,,,"['Administrative Support', 'Adobe Acrobat', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Voice Over', 'Transcription', 'Microsoft Excel', 'Microsoft Word']"
855,$300k+,"MD PhD that loves to write about science, healthcare, medicine","1,673",422,$125.00,"['Medical Writing', 'Scientific Writing', 'Scientific Research', 'Grant Writing', 'SEO Writing', 'Blog Writing', 'Research Papers', 'Technical Editing', 'Copyediting']"
856,$80k+,"Experienced and Reliable Writer, Editor, Proofreader","5,641",100,$25.00,"['Content Writing', 'Copyediting', 'Business Writing', 'Public Relations', 'Proofreading', 'SEO Writing']"
857,$30k+,20+ Years Experience / Award-winning Graphic Designer,391,74,$50.00,"['Graphic Design', 'Web Design', 'PSD to HTML', 'Infographics', 'WordPress', 'Video Editing', 'Animation', 'Illustration', 'Education Technology', 'Social Media Marketing']"
858,$70k+,"Award Winning Graphic Design - books, web, print, retouching","1,404",157,$40.00,"['Print Layout Design', 'eBook Design', 'Graphic Design', 'Print Advertising', 'Book Cover Design', 'Brochure Design', 'Photo Retouching', 'Print Design', 'Marketing Strategy', 'Adobe Photoshop']"
859,$100k+,Expert WordPress Web & Graphic Design Marketing Professional.,"4,257",304,$93.75,"['WordPress', 'ClickFunnels', 'Infographics', 'Logo Design', 'Graphic Design', 'Web Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Microsoft PowerPoint', 'Adobe InDesign']"
860,,Transcription services for your Audio and Video needs,,,,"['Transcription', 'Internet Research', 'Microsoft Excel', 'Google Docs']"
861,$30k+,"Web Developer (PHP, IDX, RETS)",660,53,$39.00,"['Real Estate IDX', 'RETS', 'PHP', 'MySQL Administration', 'jQuery', 'JavaScript', 'Project Management', 'XML', 'LexisNexis Accurint']"
862,$10k+,Prolific Editor/Virtual Assistant/Data Entry/CSR/Sales agent,800,5,$16.97,"['Chicago Manual of Style', 'Real Estate IDX', 'AP Style Writing', 'Data Entry', 'Microsoft PowerPoint', 'Article Writing', 'Microsoft Excel', 'Microsoft Word', 'Blog Writing']"
863,$60k+,"MIT Educated Technical Editor, Business Editor and Data Specialist","1,356",161,$60.00,"['Editing', 'Technical Editing', 'Content Editing', 'Proofreading', 'Data Processing', 'Scripting', 'Microsoft Excel', 'Photo Editing', 'Data Management', 'Blockchain']"
864,,Explainer Video Producer / Whiteboard Animator / Graphic Designer.,,,,"['Video Production', 'Animation', 'Video Editing', 'Adobe Photoshop', 'Adobe After Effects', 'Adobe Illustrator', 'Whiteboard Animation', 'Explainer Videos', 'Whiteboard Videos', '2D Animation']"
865,$20k+,Wordpress Design-Creating your favorite place on the net your business,275,138,$20.00,['WordPress']
866,$10k+,"Graphics (Illustrator 95th percentile), Creative Writer, Social Media",509,28,$20.00,"['Adobe Dreamweaver', 'Adobe Photoshop', 'Adobe Flash', 'Adobe Illustrator']"
867,$70k+,Engage: Stellar Sales Copy and Pitch-Perfect PR,908,270,$67.00,"['Copywriting', 'Proofreading', 'Direct Marketing', 'Public Relations', 'Copyediting']"
868,$40k+,Professional Wordpress Design/Development. 200+ custom WP sites built.,767,112,$25.00,"['WordPress', 'PHP', 'HTML', 'CSS', 'Search Engine Optimization (SEO)', 'Internet Marketing']"
869,$70k+,Project/Program Manager,"4,229",14,$22.00,"['Project Management', 'Program Management', 'Virtual Assistant', 'Social Media Management', 'Email Marketing', 'Blog Development', 'Email Handling', 'Project Scheduling']"
870,$100k+,"Professional Copywriter, Creative Writer, Editor","5,957",544,$28.00,"['Copywriting', 'Creative Writing', 'Editing', 'Internet Marketing', 'SEO Writing', 'Advertising', 'Public Relations', 'Microsoft Publisher', 'Business Proposal Writing', 'Press Release Writing']"
871,$50k+,"Legal Assistant, Real Estate Paralegal, Administrative Assistant","2,326",22,$32.00,"['Paralegal Services', 'Legal Research', 'Legal Writing']"
872,$90k+,Recruiter / Search Consultant / Account Manager,"4,680",18,$35.00,"['Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Recruiting', 'Human Resource Management']"
873,,"Voice Over Artist/Video, Audio & Multi-Media Producer",,,,"['Voice Over', 'Voice Talent', 'Audio Production', 'Audio Design', 'Audio Mixing', 'Audio Mastering', 'Audio Post Production', 'Camtasia', 'Videography', 'VideoScribe']"
874,$700k+,Expert Developer and Solutions Architect,"13,164",44,$80.00,"['C#', 'JavaScript', 'HTML5', 'Apache Cordova', 'ASP.NET MVC', 'Android App Development', 'ASP.NET', 'Microsoft Outlook Development', 'iOS Development', 'Visual Basic']"
875,$300k+,Laravel / Wordpress / Cordova / Jquery / Bootstrap 4 / Coldfusion,"16,843",46,$30.00,"['ColdFusion', 'PHP', 'JavaScript', 'HTML5', 'CSS3', 'jQuery', 'Autodesk 3D Studio Max', 'WordPress', 'Adobe Photoshop', 'Laravel Framework']"
876,$70k+,Expert Brand Strategist | Graphic Designer | Content Creator | Author,987,153,$115.00,"['Brand Consulting', 'Brand Marketing', 'Corporate Brand Identity', 'Graphic Design', 'Web Design', 'Print Layout Design', 'eBook Design', 'Content Writing', 'Adobe Photoshop', 'Adobe Illustrator']"
