,earned,headline,hours,jobs,rate,skills
450,$20k+,Illustrator,389,61,$25.00,"['Adobe Illustrator', 'Information Design', 'Cartooning', 'Product Descriptions', 'Mapinfo', 'Instructional Design']"
451,$10k+,Great writing and translations,352,107,$35.00,"['Medical Transcription', 'Medical Records Research', 'Medical Writing', 'Translation', 'Translation English Spanish', 'Translation Spanish English', 'Spanish', 'Research Papers', 'Internet Research', 'Article Writing']"
452,$10k+,Paralegal-Writer-Researcher,379,53,$40.00,"['Legal Research', 'Paralegal Services', 'Legal Writing', 'Document Review', 'Criminal Law', 'Civil Law', 'Westlaw', 'Sales Management', 'Business Analysis', 'Microsoft Word']"
453,$60k+,Cloud Architect with multiple (6) AWS certifications.,749,32,$150.00,"['Linux System Administration', 'Amazon EC2', 'Amazon S3', 'Bash Shell Scripting', 'DevOps', 'Ansible', 'Jenkins', 'Puppet Administration']"
454,$10k+,Freelance writer and translator,869,82,$11.11,"['Ghostwriting', 'Copywriting', 'Translation Russian English', 'Translation Spanish English', 'Translation English Spanish']"
455,$5k+,"Creative Copywriter, photographer, and blogger.",287,47,$15.94,"['Microsoft Excel', 'Slang-style Writing', 'Blog Writing', 'Photography']"
456,$40k+,Wordpress/Woocommerce/PHP/Full-Stack/Front+Back-End/Developer,512,131,$50.00,"['Woocommerce', 'WordPress', 'Frontend Development', 'Website Development', 'PHP', 'HTML5', 'CSS3', 'PSD to Wordpress']"
457,$10k+,Xero & Quickbook Certified Bookkeeper,368,26,$38.00,"['Xero', 'Google Docs', 'Bookkeeping', 'Intuit QuickBooks', 'Microsoft Excel', 'Bank Reconciliation', 'Accounting', 'Financial Accounting', 'Financial Reporting', 'Payroll Processing']"
458,$100k+,Legal/academic/professional writer,"3,293",269,$25.99,"['Legal Writing', 'Content Writing', 'Blog Writing', 'Article Writing', 'Legal Research', 'Editing', 'Paralegal Services', 'Creative Writing', 'Ghostwriting']"
459,$80k+,Freelance Book Designer/Ebook Conversion Specialist,719,237,$75.00,"['Adobe InDesign', 'Print Design', 'Print Layout Design', 'Typesetting', 'ePub', 'eBook Design', 'Book Cover Design', 'Adobe Photoshop']"
460,$10k+,"Certified Quickbooks ProAdvisor, 15+ Years Professional Experience",374,47,$45.00,"['Bookkeeping', 'Accounting', 'Intuit QuickBooks', 'Financial Accounting', 'Payroll Processing', 'Accounts Payable Management', 'Bank Reconciliation', 'Management Consulting', 'Project Management', 'Microsoft Excel']"
461,$10k+,Creative Writer/Editor Specializing in Recipes/Food/Hospitality,216,69,$20.00,"['Recipe Writing', 'Product Descriptions', 'Copywriting', 'Copyediting', 'Content Writing', 'Editing', 'Reviews', 'Blog Writing', 'Proofreading', 'Editorial Writing']"
462,$10k+,Writer,315,37,$30.00,"['Writing', 'SEO Writing', 'Research Papers', 'Creative Writing', 'News Writing Style', 'Press Release Writing', 'Facebook Marketing', 'Twitter Marketing']"
463,$300k+,Website Designer | Wordpress Websites | Responsive Web Design,"2,586",655,$69.75,"['WordPress', 'HTML5', 'PHP', 'Adobe Dreamweaver', 'Google Website Optimizer', 'CSS3', 'Ecommerce Platform Development', 'WordPress e-Commerce', 'Search Engine Optimization (SEO)', 'Adobe Photoshop']"
464,$10k+,Transcriber/Editor/Writer,432,78,$35.00,"['Transcription', 'Proofreading', 'English Proofreading', 'Editing', 'English Grammar', 'Data Entry', 'Writing']"
465,$100k+,.NET Developer,"5,627",2,$22.00,"['C#', 'ASP.NET MVC', 'Xamarin', 'Bootstrap', 'SQL', 'ADO.NET Entity Framework']"
466,,Video Editing,,,,"['Google AdWords', 'Video Editing', 'Graphic Design', 'Video Production']"
467,$10k+,Smart Content Writing by a Lawyer Turned Blogger,498,33,$70.00,"['Blog Writing', 'Content Writing', 'Editing', 'Proofreading', 'SEO Writing', 'Travel Writing', 'Article Writing', 'Travel Planning']"
468,$30k+,Tableau & Power BI | CRM Integration | Wordpress Development,712,12,$100.00,"['Tableau Software', 'Microsoft Power BI', 'WordPress', 'CSS', 'Data Visualization', 'Data Analytics', 'Predictive Analytics', 'Google Analytics', 'Python', 'SQL']"
469,$60k+,Motion Graphic Artist,"1,092",33,$60.00,"['Adobe After Effects', 'Adobe Photoshop', 'Adobe Illustrator', 'Maxon Cinema 4D', 'Final Cut Pro', 'Vizrt', 'Motion Graphics', 'Visual Arts', '2D Animation', 'VFX Animation']"
470,$60k+,"Experienced, Professional and Reliable Software Engineer","3,344",35,$16.67,"['JavaScript', 'HTML5', 'CSS3', 'CSS', 'HTML', 'Node.js', 'WordPress', 'Ecommerce Platform Development', 'React.js', 'AngularJS']"
471,$20k+,"3D Artist,Animator,Illustrator",291,39,$50.00,"['3D Modeling', '3D Animation', 'Illustration', 'Autodesk Maya', 'Adobe Photoshop', 'Pixologic Zbrush', 'Adobe After Effects', 'Graphics Programming']"
472,,"Certified Project Manager, Writer, Marketer, Business Management",,,,"['Project Management', 'Content Management', 'Blog Writing', 'Copywriting', 'Email Marketing', 'B2B Marketing', 'Localization']"
473,$50k+,Humorous and smart blogger/article writer/essayist,"3,918",24,$25.00,
474,$600k+,AWS Certified Solutions Architect - Cloud,"8,345",30,$140.00,"['Amazon Web Services', 'Microsoft Windows Azure', 'Google Cloud Platform', 'DevOps', 'Terraform', 'Docker', 'Ansible', 'HIPAA', 'PCI Compliance', 'Kubernetes']"
475,$50k+,Marketing Extraordinaire: Social Media Marketing & Branding Specialist,"2,724",46,$25.00,"['Social Media Marketing', 'Marketing Strategy', 'Newsletter Writing', 'Search Engine Optimization (SEO)', 'Search Engine Marketing (SEM)', 'Brand Management', 'Internet Research', 'Market Research', 'Internet Marketing', 'Content Writing']"
476,$10k+,"GIS, Data Entry & Analysis, Research, Writing, & Graphics Professional","1,383",80,$30.00,"['Geographic Information System (GIS)', 'ArcGIS', 'Database Management', 'Data Entry', 'Technical Writing', 'Graphic Design', 'Graphics Programming', 'Internet Research', 'Logo Design', 'Blog Writing']"
477,$100k+,"Solidworks, Inventor, Autocad 3D","5,993",49,$25.00,"['SolidWorks', 'Autodesk Inventor', '3D Design', 'Drafting', 'Engineering Drawing', 'AutoCAD']"
478,$200k+,"Virtual Assistant- Executive Assistant, Account Management, Cust. Svc","11,181",20,$25.00,"['Virtual Assistant', 'Administrative Support', 'Data Entry', 'Project Management', 'Sales', 'Trello', 'Email Technical Support', 'Technical Support']"
479,$80k+,Graphic Designer,"3,508",85,$40.00,"['Photo Retouching', 'Adobe InDesign', 'Adobe Illustrator', 'Adobe Photoshop', 'English Spelling', 'English']"
480,$40k+,Property/Project Portfolio Manager,"2,910",10,$30.00,"['Blog Writing', 'Customer Support', 'Customer Service', 'Virtual Assistant', 'Property Management', 'Data Entry', 'Project Management', 'Project Portfolio Management']"
481,$8k+,XCHANGE NETWORKS,371,30,$35.00,"['Microsoft Excel', 'VBA', 'HTML', 'CSS', 'PHP', 'jQuery', 'JavaScript']"
482,$50k+,Legal Writing and Assistance,"1,079",185,$40.00,['Legal Writing']
483,$30k+,Logo Designer,"1,059",308,$55.00,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign']"
484,$40k+,Compelling content and copy writing,"1,305",75,$32.00,"['Creative Writing', 'Copywriting', 'Content Writing', 'Instructional Design', 'Article Writing', 'Press Release Writing', 'Job Description Writing']"
485,$80k+,NetSuite Consultant and Solution Developer,869,65,$125.00,"['NetSuite Development', 'NetSuite Administration', 'Enterprise Resource Planning (ERP)', 'CRM', 'Business Analysis', 'HTML', 'JavaScript', 'Ecommerce Platform Development', 'Network Administration', 'SuiteScript']"
486,,Seasoned Upwork Maven | Marketing & PR Leader at S.W. & Associates,,,,"['Marketing Strategy', 'Public Relations', 'YouTube Marketing', 'Facebook Marketing', 'Advertising', 'Video Editing', 'Google AdWords', 'Audio Editing', 'Internet Research', 'Creative Strategy']"
487,$30k+,PHP/html Coder,"1,278",100,$60.00,"['Adobe Dreamweaver', 'WordPress', 'Proofreading', 'PSD to HTML', 'Adobe Photoshop', 'English Proofreading', 'CSS', 'X-Cart', 'Drupal']"
488,$100k+,"Experienced writer - Strong knowledge of financial industry, marketing","2,320",142,$79.00,"['Public Relations', 'Financial Analysis', 'Insurance Consulting', 'Editing']"
489,$60k+,Facebook Ads Expert,"1,442",72,$60.00,"['Facebook Marketing', 'Internet Marketing', 'Pay Per Click Advertising', 'Lead Generation', 'Landing Pages', 'Copywriting', 'Display Ads', 'Conversion Rate Optimization', 'Google AdWords']"
490,$20k+,"Social Media Manager, Strategist, Content Creator & Digital Marketer",456,14,$60.00,"['Adobe Photoshop', 'Graphic Design', 'Customer Service', 'Microsoft Office', 'Social Media Management', 'Marketing Strategy', 'Content Creation', 'Content Marketing', 'Social Media Marketing', 'Advertising']"
491,$10k+,Education and Curriculum Consultant,283,6,$45.00,"['Writing', 'Content Writing', 'Education Technology', 'Environmental Science', 'Data Analytics', 'Campaign Management', 'Curriculum Development', 'Policy Analysis', 'Blog Development', 'Tutoring']"
492,$30k+,Research/Technology Multi-lingual PhD,556,38,$69.00,"['Mathematics', 'Scientific Writing', 'Teaching Algebra', 'Calculus', 'Geometry', 'Materials Engineering', 'Resume Writing', 'Editing', 'English', 'Swedish']"
493,$50k+,"Preschool Enthusiast, Proofreading Professional","4,738",7,$43.75,"['Lesson Plan Writing', 'Blog Writing', 'Writing', 'Article Writing', 'English Proofreading', 'Social Media Management', 'Copyediting', 'Data Entry', 'Distance Education', 'Ghostwriting']"
494,$2k+,Learning and Development Professional,222,4,$30.00,"['Event Management', 'Management Development', 'Project Management', 'Customer Service', 'Education Technology', 'Distance Education']"
495,,,,,,"['Swift', 'iOS Development', 'Java', 'Objective-C', 'Ionic Framework', 'Apache Cordova', 'JQuery Mobile', 'Computer Vision', 'Android App Development', 'Image Processing']"
496,$100k+,Experienced and Professional Executive/Virtual Assistant,"5,882",2,$22.50,"['Virtual Assistant', 'Administrative Support', 'Business Management', 'Social Media Management', 'Project Management', 'Data Entry', 'Salesforce.com', 'Microsoft Office', 'Communications', 'Internet Research']"
497,$6k+,QA Specialist with selenium,278,1,$25.00,"['Selenium WebDriver', 'JavaScript', 'Microsoft SQL Server Programming', 'Waterfall Project Management', 'Microsoft Office', 'HP QuickTest Professional (HPQTP)', 'Agile Project Management', 'TestNG', 'JUnit', 'soapUI']"
498,$80k+,analyst,496,138,$33.00,"['Financial Analysis', 'Financial Forecasting', 'Business Writing', 'Microsoft Excel']"
499,$10k+,"Real Estate Professional, Data Entry, Virtual Assistant, Research",994,70,$15.00,"['Sales', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Publisher', 'Data Entry', 'Transcription', 'Document Review', 'Real Estate IDX', 'Real Estate Appraisal']"
500,$80k+,World-Class Project Management and Accounting Consultant,"3,907",53,$38.50,"['Process Architecture', 'Project Management', 'Business Writing', 'Business Analysis', 'Project Planning', 'Requirements Analysis', 'Copyediting', 'Content Writing', 'Translation Spanish English', 'Operations Management']"
501,$20k+,Science/Technical Copyeditor,527,67,$35.00,"['Technical Editing', 'Copyediting', 'Editing', 'Research Papers', 'Academic Writing', 'Mathematics', 'LaTeX', 'Chicago Manual of Style', 'Physics', 'Proofreading']"
502,$200k+,"top 10% SEO,SEM, and #1 SMM","21,262",54,$12.50,"['SEO Keyword Research', 'SEO Backlinking', 'SEO Audit', 'Search Engine Optimization (SEO)']"
503,$100k+,"SEO, Sales, Consulting, Public Relations, Team Manager","10,248",75,$100.00,"['Public Relations', 'Marketing Strategy', 'Telephone Handling', 'Search Engine Optimization (SEO)', 'Website Development', 'Content Writing', 'Project Management', 'Brand Marketing', 'B2B Marketing']"
504,$90k+,"Highly skilled in E-mail Support, Web research","6,204",36,$30.00,"['Email Marketing', 'Lead Generation', 'Microsoft Word', 'Internet Research', 'Microsoft PowerPoint', 'Google Docs', 'Telemarketing', 'Market Research', 'Customer Service', 'Data Entry']"
505,$200k+,"Accountant/Bookkeeper FKF Accounting and Consulting, LLC","11,417",60,$55.00,"['Financial Accounting', 'Bookkeeping', 'Intuit QuickBooks', 'Financial Analysis', 'Financial Modeling', 'Microsoft Excel', 'Strategic Planning', 'Bank Reconciliation', 'Accounts Payable Management', 'Accounts Receivable Management']"
506,$100k+,Marketing Consultant,"4,540",66,$45.00,"['Business Planning', 'Marketing Strategy', 'Marketing Automation', 'Copywriting', 'Project Management', 'InfusionSoft Marketing', 'B2B Marketing']"
507,$20k+,Virtual Freelance Consultant,"1,256",16,$30.00,"['Virtual Assistant', 'Executive Assistant', 'Process Improvement', 'Writing', 'Project Management', 'Recruiting', 'Business Coaching', 'Organizational Development', 'Management Consulting', 'Logo Design']"
508,$100k+,"Graphic Design in Printing, Web Graphics, Illustration",839,47,$31.25,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Dreamweaver', 'Adobe Creative Suite', 'Microsoft PowerPoint', 'Microsoft Publisher', 'Photo Editing', 'Photo Retouching', 'Microsoft Word']"
509,$200k+,HR/Recruiting,"6,520",85,$50.00,"['Recruiting', 'Internet Research', 'Human Resource Management', 'Human Resource Information Systems', 'Technical Recruiter', 'Interviewing', 'Applicant Tracking Systems', 'Compensation', 'HR Benefits', 'Employment Law']"
510,$10k+,Certified Public Accountant and Certified Quickbooks Pro Advisor,313,66,$40.00,"['Bookkeeping', 'Intuit QuickBooks', 'Payroll Processing', 'Accounts Receivable Management', 'Accounts Payable Management', 'Xero']"
511,$100k+,"InDesign Expert, PDF Forms, Powerpoint Presentations - Print & Web","6,360",185,$60.00,"['Graphic Design', 'Adobe InDesign', 'Adobe Acrobat', 'Adobe Illustrator', 'Print Layout Design', 'Brochure Design', 'Copywriting', 'Microsoft PowerPoint', 'Presentation Design', 'Infographics']"
512,$40k+,Skilled Full Stack Web Developer with SEO & Ecommerce Exp.,"1,014",85,$35.00,"['PHP', 'HTML', 'JavaScript', 'WordPress', 'CodeIgniter', 'Search Engine Optimization (SEO)', 'CSS3', 'Adobe Photoshop', 'Git', 'Magento']"
513,$80k+,Web Designer + Artist + Photographer + www.gsinteraktive.com,"1,540",108,$29.00,"['WordPress', 'Shopify', 'Banner Ad Design', 'Photography', 'Adobe Flash', 'Graphic Design', 'Web Design', 'Website Development', 'SquareSpace', 'Ecommerce Platform Development']"
514,$100k+,Database developer,"3,526",23,$75.00,"['Database Modeling', 'Database Design', 'Database Programming', 'Web Scraping', 'API Development', 'ASP', 'Microsoft Windows Phone 7 App Development', 'Android App Development', 'Windows Phone', 'Transact-SQL']"
515,$90k+,"Professional, Dedicated Research/Admin/Data Entry Professional","6,779",21,$25.00,"['Data Entry', 'Administrative Support', 'Event Planning', 'Customer Service', 'Article Writing', 'Internet Research', 'Microsoft Excel', 'Microsoft Word', 'Virtual Assistant']"
516,$100k+,Customer Support superstar at your service,"7,454",22,$20.00,"['Email Handling', 'Customer Service', 'Data Entry', 'Administrative Support', 'Forum Moderation', 'Shopify', 'Live Chat Operator', 'Content Moderation', 'Chat Support', 'Email Technical Support']"
517,$30k+,Design & Production for Labels & Packaging,452,84,$81.25,"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Label and Package Design', 'Print Layout Design', 'Print Design', 'Business Card Design', 'Logo Design', 'Packaging Design']"
518,$6k+,BusyBodies,326,23,$18.00,"['Customer Support', 'Customer Service', 'Phone Support', 'Call Center Management', 'Call Handling']"
519,$10k+,iOS / tvOS / Web Fullstack Developer,230,19,$35.00,"['Swift', 'Python', 'JavaScript', 'C++', 'Objective-C', 'Qt', 'MySQL Administration', 'PostgreSQL Administration']"
520,$40k+,Website Content/Business Writing/Virtual Assistant,"1,856",39,$35.00,"['Business Writing', 'Virtual Assistant', 'Content Writing', 'Project Management', 'Search Engine Optimization (SEO)', 'Ghostwriting', 'Technical Writing', 'Article Writing', 'WordPress', 'Copywriting']"
521,$40k+,Graphic Designer,335,201,$65.00,"['Adobe InDesign', 'Illustration', 'Adobe Illustrator', 'Adobe Photoshop']"
522,,Product Designer & Industrial Designer,,,,"['Product Design', 'Industrial Design', 'Product Development', '3D Modeling', '3D Printing', 'SolidWorks', 'Adobe Photoshop', 'Adobe Illustrator']"
523,$9k+,Graphic Designer & Adobe CC Expert,229,75,$30.00,"['Graphic Design', 'Adobe InDesign', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe Acrobat', 'Logo Design', 'Print Layout Design', 'Format & Layout', 'Print Design', 'Print Advertising']"
524,$5k+,"Writing, editing, and administrative support",724,8,$13.00,"['Writing', 'Customer Support', 'Customer Service', 'Administrative Support', 'Data Entry', 'Creative Writing', 'Voice Talent', 'Voice Over', 'English Proofreading', 'Editing']"
525,$100k+,Content Writer and Blogger,979,275,$35.00,"['English', 'English Grammar', 'Content Writing', 'Creative Writing', 'English Proofreading', 'Online Writing', 'Internet Marketing']"
